date,cstore,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,6,94.02
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,6,94.02
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,12,188.16
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,6,94.02
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,12,188.04
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,6,94.02
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,6,94.08
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,55,Sazerac North America,12407,Canadian Ltd Whisky,12,1000,5.5,8.25,12,99
2014-01-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,55,Sazerac North America,12407,Canadian Ltd Whisky,12,1000,5.5,8.25,12,99
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,971,"Hood River Distillers, Inc.",14192,Pendleton Canadian Whisky,12,750,13.1,19.65,4,78.6
2014-11-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,971,"Hood River Distillers, Inc.",14208,Pendleton 1910,6,750,20,30,2,60
2015-02-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,380,Phillips Beverage Company,14474,Revel Stoke Roasted Pecan,12,750,7.52,11.28,12,135.36
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,24,521.76
2014-09-18,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,120,2608.8
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,12,260.88
2015-01-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,18.49,27.74,12,332.88
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.99,26.99,120,3238.8
2014-10-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,18.49,27.74,24,665.76
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.99,26.99,12,323.88
2014-12-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15646,Jameson 18YR HA,6,750,54.99,82.49,2,164.98
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15656,Jameson 12YR HA,12,750,25.99,38.99,1,38.99
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15810,Paddy Bee Sting,12,750,12.49,18.74,1,18.74
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,434,Luxco-St Louis,16987,Bourbon Supreme Bourbon,12,1000,4.7,7.05,12,84.6
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,260,Diageo Americas,17086,Bulleit Bourbon,12,750,16.5,24.75,12,297
2014-10-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,125,Cedar Ridge VineyardsLLC,17206,Cedar Ridge Bourbon,6,750,17.6,26.4,30,792
2014-06-12,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,125,Cedar Ridge VineyardsLLC,17206,Cedar Ridge Bourbon,6,750,17.6,26.4,6,158.4
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,125,Cedar Ridge VineyardsLLC,17206,Cedar Ridge Bourbon,6,750,17.6,26.4,6,158.4
2015-01-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,125,Cedar Ridge VineyardsLLC,17206,Cedar Ridge Bourbon,6,750,17.6,26.4,48,1267.2
2014-11-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Distilleries Inc.,17956,Evan Williams Str Bourbon,12,750,6.81,10.55,2,21.1
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011250,SINGLE BARREL BOURBON WHISKIES,184,Four Roses Distillery,18350,Four Roses Single Barrel,6,750,20.17,30.26,6,181.56
2015-01-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,297,Laird And Company,18407,G & W Bourbon,12,1000,4.94,7.41,12,88.92
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,297,Laird And Company,18407,G & W Bourbon,12,1000,4.94,7.4,12,88.8
2014-02-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,297,Laird And Company,18407,G & W Bourbon,12,1000,4.94,7.4,12,88.8
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.7,14.95,12,179.4
2014-05-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,48,755.52
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,72,1133.28
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.08,18.12,12,217.44
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.08,18.12,12,217.44
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,12,226.68
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.08,18.12,24,434.88
2015-01-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,24,453.36
2014-10-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.08,18.12,12,217.44
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16.79,25.19,36,906.84
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16.79,25.19,36,906.84
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16,24.4,36,878.4
2014-02-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21596,Ten High,12,750,4.1,6.15,12,73.8
2014-09-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21596,Ten High,12,750,4.1,6.15,12,73.8
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21597,Ten High,12,1000,4.94,7.41,12,88.92
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,9.24,13.86,6,83.16
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,12.99,19.49,60,1169.4
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22157,Wild Turkey 101,12,1000,15.5,23.24,12,278.88
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,22219,Woodford Reserve Kentucky Derby,6,1000,25.35,38.03,1,38.03
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,22228,Woodford Reserve Double Oaked,6,750,28.28,42.42,6,254.52
2014-06-05,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,23277,Calvert Extra Bl Whiskey,12,1000,6.88,10.31,12,123.72
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28
2014-03-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28
2014-09-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28
2014-03-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,84,553.56
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,24,158.16
2014-08-07,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.6,60,396
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,72,474.48
2014-01-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,24,158.16
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,72,474.48
2014-07-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.6,60,396
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,72,474.48
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23827,Five Star,12,1000,4.4,6.59,84,553.56
2014-08-28,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2015-02-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.39,6.59,12,79.08
2015-02-12,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.39,6.59,12,79.08
2014-10-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.39,6.59,12,79.08
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.3,6.45,12,77.4
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.3,6.45,12,77.4
2014-09-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.39,6.59,12,79.08
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24157,Hawkeye Blend Whiskey,12,1000,4.39,6.59,12,79.08
2014-07-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,7.08,10.62,12,127.44
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,7.08,10.62,12,127.44
2014-10-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,12,24,288
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,11.99,24,287.76
2014-10-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,12,24,288
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,11.99,24,287.76
2014-08-28,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,12,12,144
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,11.99,24,287.76
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8,11.99,24,287.76
